Candidate_ID,Pred_pChEMBL_Mean,Epistemic_Uncertainty_Std,Confidence_Group
WT_Cand_1858,6.562,0.191,High-Confidence (Std <= 0.20)
WT_Cand_1859,7.182,0.072,High-Confidence (Std <= 0.20)
WT_Cand_1860,7.149,0.039,High-Confidence (Std <= 0.20)
WT_Cand_1861,6.696,0.031,High-Confidence (Std <= 0.20)
WT_Cand_1862,7.782,0.15,High-Confidence (Std <= 0.20)
WT_Cand_1863,7.763,0.194,High-Confidence (Std <= 0.20)
WT_Cand_1864,4.839,0.037,High-Confidence (Std <= 0.20)
WT_Cand_1865,8.35,0.035,High-Confidence (Std <= 0.20)
WT_Cand_1866,4.938,0.043,High-Confidence (Std <= 0.20)
WT_Cand_1867,8.037,0.1,High-Confidence (Std <= 0.20)
WT_Cand_1868,8.146,0.168,High-Confidence (Std <= 0.20)
WT_Cand_1869,5.595,0.107,High-Confidence (Std <= 0.20)
WT_Cand_1870,6.378,0.069,High-Confidence (Std <= 0.20)
WT_Cand_1871,5.578,0.118,High-Confidence (Std <= 0.20)
WT_Cand_1872,6.603,0.195,High-Confidence (Std <= 0.20)
WT_Cand_1873,6.496,0.11,High-Confidence (Std <= 0.20)
WT_Cand_1874,7.747,0.278,Low-Confidence (Filtered Out)
WT_Cand_1875,8.357,0.314,Low-Confidence (Filtered Out)
WT_Cand_1876,8.455,0.092,High-Confidence (Std <= 0.20)
WT_Cand_1877,6.204,0.276,Low-Confidence (Filtered Out)
WT_Cand_1878,6.609,0.2,High-Confidence (Std <= 0.20)
WT_Cand_1879,4.914,0.435,Low-Confidence (Filtered Out)
WT_Cand_1880,5.923,0.068,High-Confidence (Std <= 0.20)
WT_Cand_1881,7.96,0.558,Low-Confidence (Filtered Out)
WT_Cand_1882,8.708,0.015,High-Confidence (Std <= 0.20)
WT_Cand_1883,5.43,0.075,High-Confidence (Std <= 0.20)
WT_Cand_1884,6.169,0.021,High-Confidence (Std <= 0.20)
WT_Cand_1885,6.82,0.528,Low-Confidence (Filtered Out)
WT_Cand_1886,7.172,0.311,Low-Confidence (Filtered Out)
WT_Cand_1887,5.919,0.238,Low-Confidence (Filtered Out)
WT_Cand_1888,7.338,0.405,Low-Confidence (Filtered Out)
WT_Cand_1889,6.305,0.093,High-Confidence (Std <= 0.20)
WT_Cand_1890,6.833,0.017,High-Confidence (Std <= 0.20)
WT_Cand_1891,7.478,0.146,High-Confidence (Std <= 0.20)
WT_Cand_1892,6.857,0.023,High-Confidence (Std <= 0.20)
WT_Cand_1893,6.348,0.157,High-Confidence (Std <= 0.20)
WT_Cand_1894,6.724,0.552,Low-Confidence (Filtered Out)
WT_Cand_1895,6.748,0.139,High-Confidence (Std <= 0.20)
WT_Cand_1896,6.424,0.515,Low-Confidence (Filtered Out)
WT_Cand_1897,6.552,0.034,High-Confidence (Std <= 0.20)
WT_Cand_1898,8.688,0.23,Low-Confidence (Filtered Out)
WT_Cand_1899,7.495,0.157,High-Confidence (Std <= 0.20)
WT_Cand_1900,6.51,0.123,High-Confidence (Std <= 0.20)
WT_Cand_1901,7.651,0.103,High-Confidence (Std <= 0.20)
WT_Cand_1902,6.466,0.211,Low-Confidence (Filtered Out)
WT_Cand_1903,8.199,0.321,Low-Confidence (Filtered Out)
WT_Cand_1904,7.275,0.14,High-Confidence (Std <= 0.20)
WT_Cand_1905,6.727,0.382,Low-Confidence (Filtered Out)
WT_Cand_1906,7.365,0.014,High-Confidence (Std <= 0.20)
WT_Cand_1907,5.043,0.293,Low-Confidence (Filtered Out)
WT_Cand_1908,5.554,0.405,Low-Confidence (Filtered Out)
WT_Cand_1909,5.477,0.046,High-Confidence (Std <= 0.20)
WT_Cand_1910,7.014,0.632,Low-Confidence (Filtered Out)
WT_Cand_1911,8.842,0.338,Low-Confidence (Filtered Out)
WT_Cand_1912,9.416,0.118,High-Confidence (Std <= 0.20)
WT_Cand_1913,7.584,0.098,High-Confidence (Std <= 0.20)
WT_Cand_1914,7.426,0.094,High-Confidence (Std <= 0.20)
WT_Cand_1915,4.779,0.118,High-Confidence (Std <= 0.20)
WT_Cand_1916,6.226,0.221,Low-Confidence (Filtered Out)
WT_Cand_1917,5.944,0.074,High-Confidence (Std <= 0.20)
WT_Cand_1918,6.136,0.136,High-Confidence (Std <= 0.20)
WT_Cand_1919,6.657,0.03,High-Confidence (Std <= 0.20)
WT_Cand_1920,6.307,0.255,Low-Confidence (Filtered Out)
WT_Cand_1921,4.574,0.163,High-Confidence (Std <= 0.20)
WT_Cand_1922,7.71,0.028,High-Confidence (Std <= 0.20)
WT_Cand_1923,5.616,0.262,Low-Confidence (Filtered Out)
WT_Cand_1924,7.125,0.025,High-Confidence (Std <= 0.20)
WT_Cand_1925,9.235,0.239,Low-Confidence (Filtered Out)
WT_Cand_1926,5.793,0.161,High-Confidence (Std <= 0.20)
WT_Cand_1927,3.94,0.197,High-Confidence (Std <= 0.20)
WT_Cand_1928,6.521,0.1,High-Confidence (Std <= 0.20)
WT_Cand_1929,8.116,0.015,High-Confidence (Std <= 0.20)
WT_Cand_1930,9.102,0.1,High-Confidence (Std <= 0.20)
WT_Cand_1931,5.436,0.043,High-Confidence (Std <= 0.20)
WT_Cand_1932,7.421,0.238,Low-Confidence (Filtered Out)
WT_Cand_1933,6.315,0.176,High-Confidence (Std <= 0.20)
WT_Cand_1934,6.728,0.068,High-Confidence (Std <= 0.20)
WT_Cand_1935,9.891,0.076,High-Confidence (Std <= 0.20)
WT_Cand_1936,5.122,0.471,Low-Confidence (Filtered Out)
WT_Cand_1937,7.142,0.367,Low-Confidence (Filtered Out)
WT_Cand_1938,7.388,0.161,High-Confidence (Std <= 0.20)
WT_Cand_1939,8.099,0.407,Low-Confidence (Filtered Out)
WT_Cand_1940,6.963,0.107,High-Confidence (Std <= 0.20)
WT_Cand_1941,7.204,0.298,Low-Confidence (Filtered Out)
WT_Cand_1942,6.4,0.067,High-Confidence (Std <= 0.20)
WT_Cand_1943,7.159,0.078,High-Confidence (Std <= 0.20)
WT_Cand_1944,6.455,0.073,High-Confidence (Std <= 0.20)
WT_Cand_1945,7.565,0.315,Low-Confidence (Filtered Out)
WT_Cand_1946,6.425,0.088,High-Confidence (Std <= 0.20)
WT_Cand_1947,7.284,0.104,High-Confidence (Std <= 0.20)
WT_Cand_1948,6.816,0.187,High-Confidence (Std <= 0.20)
WT_Cand_1949,8.145,0.31,Low-Confidence (Filtered Out)
WT_Cand_1950,6.791,0.023,High-Confidence (Std <= 0.20)
WT_Cand_1951,4.811,0.094,High-Confidence (Std <= 0.20)
WT_Cand_1952,8.301,0.307,Low-Confidence (Filtered Out)
WT_Cand_1953,5.808,0.084,High-Confidence (Std <= 0.20)
WT_Cand_1954,6.098,0.044,High-Confidence (Std <= 0.20)
WT_Cand_1955,6.165,0.046,High-Confidence (Std <= 0.20)
WT_Cand_1956,8.431,0.217,Low-Confidence (Filtered Out)
WT_Cand_1957,4.394,0.396,Low-Confidence (Filtered Out)
WT_Cand_1958,10.458,0.249,Low-Confidence (Filtered Out)
WT_Cand_1959,8.064,0.076,High-Confidence (Std <= 0.20)
WT_Cand_1960,7.107,0.347,Low-Confidence (Filtered Out)
WT_Cand_1961,6.787,0.093,High-Confidence (Std <= 0.20)
WT_Cand_1962,7.178,0.071,High-Confidence (Std <= 0.20)
WT_Cand_1963,7.449,0.164,High-Confidence (Std <= 0.20)
WT_Cand_1964,7.592,0.371,Low-Confidence (Filtered Out)
WT_Cand_1965,7.489,0.144,High-Confidence (Std <= 0.20)
WT_Cand_1966,6.953,0.172,High-Confidence (Std <= 0.20)
WT_Cand_1967,6.623,0.051,High-Confidence (Std <= 0.20)
WT_Cand_1968,6.676,0.05,High-Confidence (Std <= 0.20)
WT_Cand_1969,6.626,0.015,High-Confidence (Std <= 0.20)
WT_Cand_1970,8.154,0.05,High-Confidence (Std <= 0.20)
WT_Cand_1971,7.533,0.053,High-Confidence (Std <= 0.20)
WT_Cand_1972,3.469,0.176,High-Confidence (Std <= 0.20)
WT_Cand_1973,7.604,0.26,Low-Confidence (Filtered Out)
WT_Cand_1974,7.074,0.084,High-Confidence (Std <= 0.20)
WT_Cand_1975,6.828,0.02,High-Confidence (Std <= 0.20)
WT_Cand_1976,6.403,0.151,High-Confidence (Std <= 0.20)
WT_Cand_1977,8.143,0.401,Low-Confidence (Filtered Out)
WT_Cand_1978,7.94,0.213,Low-Confidence (Filtered Out)
WT_Cand_1979,5.961,0.06,High-Confidence (Std <= 0.20)
WT_Cand_1980,7.318,0.308,Low-Confidence (Filtered Out)
WT_Cand_1981,5.733,0.03,High-Confidence (Std <= 0.20)
WT_Cand_1982,5.263,0.056,High-Confidence (Std <= 0.20)
WT_Cand_1983,6.129,0.414,Low-Confidence (Filtered Out)
WT_Cand_1984,7.842,0.085,High-Confidence (Std <= 0.20)
WT_Cand_1985,7.946,0.3,Low-Confidence (Filtered Out)
WT_Cand_1986,7.44,0.122,High-Confidence (Std <= 0.20)
WT_Cand_1987,7.684,0.21,Low-Confidence (Filtered Out)
WT_Cand_1988,7.444,0.065,High-Confidence (Std <= 0.20)
WT_Cand_1989,6.112,0.197,High-Confidence (Std <= 0.20)
WT_Cand_1990,7.347,0.142,High-Confidence (Std <= 0.20)
WT_Cand_1991,7.77,0.071,High-Confidence (Std <= 0.20)
WT_Cand_1992,7.717,0.097,High-Confidence (Std <= 0.20)
WT_Cand_1993,8.217,0.029,High-Confidence (Std <= 0.20)
WT_Cand_1994,7.665,0.218,Low-Confidence (Filtered Out)
WT_Cand_1995,7.254,0.349,Low-Confidence (Filtered Out)
WT_Cand_1996,8.081,0.081,High-Confidence (Std <= 0.20)
WT_Cand_1997,6.82,0.147,High-Confidence (Std <= 0.20)
WT_Cand_1998,5.836,0.084,High-Confidence (Std <= 0.20)
WT_Cand_1999,6.662,0.088,High-Confidence (Std <= 0.20)
WT_Cand_2000,5.993,0.014,High-Confidence (Std <= 0.20)
WT_Cand_2001,6.074,0.008,High-Confidence (Std <= 0.20)
WT_Cand_2002,6.684,0.355,Low-Confidence (Filtered Out)
WT_Cand_2003,5.939,0.012,High-Confidence (Std <= 0.20)
WT_Cand_2004,6.496,0.175,High-Confidence (Std <= 0.20)
WT_Cand_2005,4.672,0.249,Low-Confidence (Filtered Out)
WT_Cand_2006,7.095,0.162,High-Confidence (Std <= 0.20)
WT_Cand_2007,6.851,0.106,High-Confidence (Std <= 0.20)
WT_Cand_2008,5.91,0.368,Low-Confidence (Filtered Out)
WT_Cand_2009,7.608,0.035,High-Confidence (Std <= 0.20)
WT_Cand_2010,7.928,0.123,High-Confidence (Std <= 0.20)
WT_Cand_2011,5.001,0.14,High-Confidence (Std <= 0.20)
WT_Cand_2012,5.973,0.402,Low-Confidence (Filtered Out)
WT_Cand_2013,5.965,0.095,High-Confidence (Std <= 0.20)
WT_Cand_2014,5.769,0.622,Low-Confidence (Filtered Out)
WT_Cand_2015,7.804,0.425,Low-Confidence (Filtered Out)
WT_Cand_2016,6.627,0.177,High-Confidence (Std <= 0.20)
WT_Cand_2017,6.546,0.378,Low-Confidence (Filtered Out)
WT_Cand_2018,4.546,0.39,Low-Confidence (Filtered Out)
WT_Cand_2019,7.581,0.022,High-Confidence (Std <= 0.20)
WT_Cand_2020,5.425,0.268,Low-Confidence (Filtered Out)
WT_Cand_2021,6.919,0.159,High-Confidence (Std <= 0.20)
WT_Cand_2022,7.169,0.047,High-Confidence (Std <= 0.20)
WT_Cand_2023,8.415,0.12,High-Confidence (Std <= 0.20)
WT_Cand_2024,5.345,0.413,Low-Confidence (Filtered Out)
WT_Cand_2025,3.378,0.258,Low-Confidence (Filtered Out)
WT_Cand_2026,7.061,0.073,High-Confidence (Std <= 0.20)
WT_Cand_2027,8.921,0.491,Low-Confidence (Filtered Out)
WT_Cand_2028,8.275,0.496,Low-Confidence (Filtered Out)
WT_Cand_2029,7.091,0.238,Low-Confidence (Filtered Out)
WT_Cand_2030,6.285,0.257,Low-Confidence (Filtered Out)
WT_Cand_2031,7.778,0.44,Low-Confidence (Filtered Out)
WT_Cand_2032,5.73,0.236,Low-Confidence (Filtered Out)
WT_Cand_2033,7.398,0.075,High-Confidence (Std <= 0.20)
WT_Cand_2034,7.431,0.054,High-Confidence (Std <= 0.20)
WT_Cand_2035,8.069,0.015,High-Confidence (Std <= 0.20)
WT_Cand_2036,10.024,0.267,Low-Confidence (Filtered Out)
WT_Cand_2037,7.301,0.152,High-Confidence (Std <= 0.20)
WT_Cand_2038,6.265,0.058,High-Confidence (Std <= 0.20)
WT_Cand_2039,6.821,0.02,High-Confidence (Std <= 0.20)
WT_Cand_2040,4.816,0.278,Low-Confidence (Filtered Out)
WT_Cand_2041,6.051,0.051,High-Confidence (Std <= 0.20)
WT_Cand_2042,6.379,0.047,High-Confidence (Std <= 0.20)
WT_Cand_2043,6.247,0.074,High-Confidence (Std <= 0.20)
WT_Cand_2044,7.025,0.178,High-Confidence (Std <= 0.20)
WT_Cand_2045,5.904,0.15,High-Confidence (Std <= 0.20)
WT_Cand_2046,8.139,0.173,High-Confidence (Std <= 0.20)
WT_Cand_2047,6.85,0.045,High-Confidence (Std <= 0.20)
WT_Cand_2048,6.839,0.191,High-Confidence (Std <= 0.20)
WT_Cand_2049,6.473,0.336,Low-Confidence (Filtered Out)
WT_Cand_2050,7.028,0.1,High-Confidence (Std <= 0.20)
WT_Cand_2051,7.799,0.081,High-Confidence (Std <= 0.20)
WT_Cand_2052,5.853,0.103,High-Confidence (Std <= 0.20)
WT_Cand_2053,6.093,0.047,High-Confidence (Std <= 0.20)
WT_Cand_2054,6.501,0.129,High-Confidence (Std <= 0.20)
WT_Cand_2055,5.302,0.073,High-Confidence (Std <= 0.20)
WT_Cand_2056,5.908,0.032,High-Confidence (Std <= 0.20)
WT_Cand_2057,6.302,0.207,Low-Confidence (Filtered Out)
WT_Cand_2058,7.856,0.373,Low-Confidence (Filtered Out)
WT_Cand_2059,7.152,0.132,High-Confidence (Std <= 0.20)
WT_Cand_2060,7.073,0.268,Low-Confidence (Filtered Out)
WT_Cand_2061,7.829,0.25,Low-Confidence (Filtered Out)
WT_Cand_2062,6.692,0.456,Low-Confidence (Filtered Out)
WT_Cand_2063,7.299,0.246,Low-Confidence (Filtered Out)
WT_Cand_2064,6.731,0.15,High-Confidence (Std <= 0.20)
WT_Cand_2065,7.155,0.101,High-Confidence (Std <= 0.20)
WT_Cand_2066,6.18,0.064,High-Confidence (Std <= 0.20)
WT_Cand_2067,4.045,0.137,High-Confidence (Std <= 0.20)
WT_Cand_2068,6.696,0.296,Low-Confidence (Filtered Out)
WT_Cand_2069,8.486,0.396,Low-Confidence (Filtered Out)
WT_Cand_2070,7.915,0.066,High-Confidence (Std <= 0.20)
WT_Cand_2071,7.96,0.079,High-Confidence (Std <= 0.20)
WT_Cand_2072,8.272,0.346,Low-Confidence (Filtered Out)
WT_Cand_2073,6.952,0.475,Low-Confidence (Filtered Out)
WT_Cand_2074,7.077,0.011,High-Confidence (Std <= 0.20)
WT_Cand_2075,6.14,0.136,High-Confidence (Std <= 0.20)
WT_Cand_2076,6.487,0.245,Low-Confidence (Filtered Out)
WT_Cand_2077,7.558,0.224,Low-Confidence (Filtered Out)
WT_Cand_2078,8.234,0.017,High-Confidence (Std <= 0.20)
WT_Cand_2079,6.69,0.137,High-Confidence (Std <= 0.20)
WT_Cand_2080,6.332,0.099,High-Confidence (Std <= 0.20)
WT_Cand_2081,6.851,0.027,High-Confidence (Std <= 0.20)
WT_Cand_2082,7.541,0.258,Low-Confidence (Filtered Out)
WT_Cand_2083,5.19,0.385,Low-Confidence (Filtered Out)
WT_Cand_2084,4.209,0.148,High-Confidence (Std <= 0.20)
WT_Cand_2085,6.217,0.101,High-Confidence (Std <= 0.20)
WT_Cand_2086,5.446,0.156,High-Confidence (Std <= 0.20)
WT_Cand_2087,6.266,0.273,Low-Confidence (Filtered Out)
WT_Cand_2088,6.68,0.408,Low-Confidence (Filtered Out)
WT_Cand_2089,6.329,0.071,High-Confidence (Std <= 0.20)
WT_Cand_2090,8.52,0.183,High-Confidence (Std <= 0.20)
WT_Cand_2091,7.226,0.147,High-Confidence (Std <= 0.20)
WT_Cand_2092,7.196,0.076,High-Confidence (Std <= 0.20)
WT_Cand_2093,7.566,0.524,Low-Confidence (Filtered Out)
WT_Cand_2094,5.54,0.26,Low-Confidence (Filtered Out)
WT_Cand_2095,8.045,0.346,Low-Confidence (Filtered Out)
WT_Cand_2096,6.763,0.046,High-Confidence (Std <= 0.20)
WT_Cand_2097,7.621,0.236,Low-Confidence (Filtered Out)
WT_Cand_2098,5.617,0.158,High-Confidence (Std <= 0.20)
WT_Cand_2099,5.063,0.136,High-Confidence (Std <= 0.20)
WT_Cand_2100,7.791,0.613,Low-Confidence (Filtered Out)
WT_Cand_2101,7.283,0.069,High-Confidence (Std <= 0.20)
WT_Cand_2102,5.813,0.038,High-Confidence (Std <= 0.20)
WT_Cand_2103,5.85,0.102,High-Confidence (Std <= 0.20)
WT_Cand_2104,8.144,0.272,Low-Confidence (Filtered Out)
WT_Cand_2105,5.482,0.378,Low-Confidence (Filtered Out)
WT_Cand_2106,8.739,0.078,High-Confidence (Std <= 0.20)
WT_Cand_2107,5.814,0.176,High-Confidence (Std <= 0.20)
WT_Cand_2108,7.584,0.221,Low-Confidence (Filtered Out)
WT_Cand_2109,6.472,0.139,High-Confidence (Std <= 0.20)
WT_Cand_2110,7.544,0.149,High-Confidence (Std <= 0.20)
WT_Cand_2111,6.224,0.137,High-Confidence (Std <= 0.20)
WT_Cand_2112,6.663,0.175,High-Confidence (Std <= 0.20)
WT_Cand_2113,6.897,0.108,High-Confidence (Std <= 0.20)
WT_Cand_2114,5.697,0.296,Low-Confidence (Filtered Out)
WT_Cand_2115,7.702,0.14,High-Confidence (Std <= 0.20)
WT_Cand_2116,6.26,0.098,High-Confidence (Std <= 0.20)
WT_Cand_2117,6.587,0.07,High-Confidence (Std <= 0.20)
WT_Cand_2118,5.706,0.119,High-Confidence (Std <= 0.20)
WT_Cand_2119,3.903,0.466,Low-Confidence (Filtered Out)
WT_Cand_2120,6.63,0.283,Low-Confidence (Filtered Out)
WT_Cand_2121,9.625,0.227,Low-Confidence (Filtered Out)
WT_Cand_2122,7.752,0.306,Low-Confidence (Filtered Out)
WT_Cand_2123,6.828,0.105,High-Confidence (Std <= 0.20)
WT_Cand_2124,6.548,0.046,High-Confidence (Std <= 0.20)
WT_Cand_2125,6.876,0.035,High-Confidence (Std <= 0.20)
WT_Cand_2126,7.479,0.028,High-Confidence (Std <= 0.20)
WT_Cand_2127,5.492,0.206,Low-Confidence (Filtered Out)
WT_Cand_2128,8.131,0.094,High-Confidence (Std <= 0.20)
WT_Cand_2129,7.673,0.444,Low-Confidence (Filtered Out)
WT_Cand_2130,7.676,0.375,Low-Confidence (Filtered Out)
WT_Cand_2131,7.354,0.282,Low-Confidence (Filtered Out)
WT_Cand_2132,6.873,0.233,Low-Confidence (Filtered Out)
WT_Cand_2133,7.624,0.069,High-Confidence (Std <= 0.20)
WT_Cand_2134,7.531,0.083,High-Confidence (Std <= 0.20)
WT_Cand_2135,6.443,0.069,High-Confidence (Std <= 0.20)
WT_Cand_2136,6.19,0.045,High-Confidence (Std <= 0.20)
WT_Cand_2137,6.967,0.126,High-Confidence (Std <= 0.20)
WT_Cand_2138,8.631,0.321,Low-Confidence (Filtered Out)
WT_Cand_2139,5.425,0.119,High-Confidence (Std <= 0.20)
WT_Cand_2140,5.162,0.065,High-Confidence (Std <= 0.20)
WT_Cand_2141,7.039,0.119,High-Confidence (Std <= 0.20)
WT_Cand_2142,6.909,0.163,High-Confidence (Std <= 0.20)
WT_Cand_2143,7.049,0.086,High-Confidence (Std <= 0.20)
WT_Cand_2144,7.131,0.127,High-Confidence (Std <= 0.20)
WT_Cand_2145,6.593,0.875,Low-Confidence (Filtered Out)
WT_Cand_2146,8.563,0.027,High-Confidence (Std <= 0.20)
WT_Cand_2147,5.009,0.153,High-Confidence (Std <= 0.20)
WT_Cand_2148,5.897,0.198,High-Confidence (Std <= 0.20)
WT_Cand_2149,6.731,0.121,High-Confidence (Std <= 0.20)
WT_Cand_2150,4.96,0.049,High-Confidence (Std <= 0.20)
WT_Cand_2151,6.648,0.438,Low-Confidence (Filtered Out)
WT_Cand_2152,8.761,0.145,High-Confidence (Std <= 0.20)
WT_Cand_2153,6.874,0.16,High-Confidence (Std <= 0.20)
WT_Cand_2154,7.115,0.278,Low-Confidence (Filtered Out)
WT_Cand_2155,5.401,0.117,High-Confidence (Std <= 0.20)
WT_Cand_2156,6.141,0.107,High-Confidence (Std <= 0.20)
WT_Cand_2157,6.419,0.438,Low-Confidence (Filtered Out)
WT_Cand_2158,6.485,0.017,High-Confidence (Std <= 0.20)
WT_Cand_2159,8.324,0.189,High-Confidence (Std <= 0.20)
WT_Cand_2160,7.491,0.175,High-Confidence (Std <= 0.20)
WT_Cand_2161,5.572,0.093,High-Confidence (Std <= 0.20)
WT_Cand_2162,7.133,0.122,High-Confidence (Std <= 0.20)
WT_Cand_2163,7.423,0.409,Low-Confidence (Filtered Out)
WT_Cand_2164,8.161,0.059,High-Confidence (Std <= 0.20)
WT_Cand_2165,8.668,0.263,Low-Confidence (Filtered Out)
WT_Cand_2166,5.683,0.141,High-Confidence (Std <= 0.20)
WT_Cand_2167,5.918,0.241,Low-Confidence (Filtered Out)
WT_Cand_2168,5.404,0.201,Low-Confidence (Filtered Out)
WT_Cand_2169,6.581,0.007,High-Confidence (Std <= 0.20)
WT_Cand_2170,7.386,0.058,High-Confidence (Std <= 0.20)
WT_Cand_2171,7.985,0.068,High-Confidence (Std <= 0.20)
WT_Cand_2172,6.763,0.049,High-Confidence (Std <= 0.20)
WT_Cand_2173,6.482,0.078,High-Confidence (Std <= 0.20)
WT_Cand_2174,7.025,0.159,High-Confidence (Std <= 0.20)
WT_Cand_2175,5.89,0.299,Low-Confidence (Filtered Out)
WT_Cand_2176,9.253,0.032,High-Confidence (Std <= 0.20)
WT_Cand_2177,5.001,0.143,High-Confidence (Std <= 0.20)
WT_Cand_2178,7.062,0.181,High-Confidence (Std <= 0.20)
WT_Cand_2179,9.177,0.346,Low-Confidence (Filtered Out)
WT_Cand_2180,6.858,0.477,Low-Confidence (Filtered Out)
WT_Cand_2181,6.631,0.116,High-Confidence (Std <= 0.20)
WT_Cand_2182,6.439,0.05,High-Confidence (Std <= 0.20)
WT_Cand_2183,6.643,0.192,High-Confidence (Std <= 0.20)
WT_Cand_2184,8.429,0.053,High-Confidence (Std <= 0.20)
WT_Cand_2185,4.306,0.178,High-Confidence (Std <= 0.20)
WT_Cand_2186,8.613,0.065,High-Confidence (Std <= 0.20)
WT_Cand_2187,5.212,0.218,Low-Confidence (Filtered Out)
WT_Cand_2188,6.543,0.07,High-Confidence (Std <= 0.20)
WT_Cand_2189,6.356,0.444,Low-Confidence (Filtered Out)
WT_Cand_2190,7.527,0.141,High-Confidence (Std <= 0.20)
WT_Cand_2191,5.012,0.02,High-Confidence (Std <= 0.20)
WT_Cand_2192,7.381,0.307,Low-Confidence (Filtered Out)
WT_Cand_2193,9.178,0.118,High-Confidence (Std <= 0.20)
WT_Cand_2194,5.282,0.233,Low-Confidence (Filtered Out)
WT_Cand_2195,7.068,0.311,Low-Confidence (Filtered Out)
WT_Cand_2196,6.089,0.148,High-Confidence (Std <= 0.20)
WT_Cand_2197,7.34,0.03,High-Confidence (Std <= 0.20)
WT_Cand_2198,6.872,0.161,High-Confidence (Std <= 0.20)
WT_Cand_2199,6.112,0.399,Low-Confidence (Filtered Out)
WT_Cand_2200,7.411,0.128,High-Confidence (Std <= 0.20)
WT_Cand_2201,8.925,0.202,Low-Confidence (Filtered Out)
WT_Cand_2202,6.63,0.06,High-Confidence (Std <= 0.20)
WT_Cand_2203,7.678,0.023,High-Confidence (Std <= 0.20)
WT_Cand_2204,5.363,0.12,High-Confidence (Std <= 0.20)
WT_Cand_2205,5.75,0.145,High-Confidence (Std <= 0.20)
WT_Cand_2206,7.393,0.341,Low-Confidence (Filtered Out)
WT_Cand_2207,8.557,0.153,High-Confidence (Std <= 0.20)
WT_Cand_2208,7.259,0.32,Low-Confidence (Filtered Out)
WT_Cand_2209,6.49,0.091,High-Confidence (Std <= 0.20)
WT_Cand_2210,6.849,0.029,High-Confidence (Std <= 0.20)
WT_Cand_2211,5.412,0.212,Low-Confidence (Filtered Out)
WT_Cand_2212,7.545,0.432,Low-Confidence (Filtered Out)
WT_Cand_2213,7.865,0.079,High-Confidence (Std <= 0.20)
WT_Cand_2214,6.33,0.238,Low-Confidence (Filtered Out)
WT_Cand_2215,6.309,0.246,Low-Confidence (Filtered Out)
WT_Cand_2216,7.156,0.115,High-Confidence (Std <= 0.20)
WT_Cand_2217,6.348,0.255,Low-Confidence (Filtered Out)
WT_Cand_2218,6.774,0.191,High-Confidence (Std <= 0.20)
WT_Cand_2219,9.265,0.255,Low-Confidence (Filtered Out)
WT_Cand_2220,6.566,0.221,Low-Confidence (Filtered Out)
WT_Cand_2221,6.438,0.13,High-Confidence (Std <= 0.20)
WT_Cand_2222,6.105,0.144,High-Confidence (Std <= 0.20)
WT_Cand_2223,7.706,0.334,Low-Confidence (Filtered Out)
WT_Cand_2224,6.642,0.161,High-Confidence (Std <= 0.20)
WT_Cand_2225,6.103,0.068,High-Confidence (Std <= 0.20)
WT_Cand_2226,8.369,0.117,High-Confidence (Std <= 0.20)
WT_Cand_2227,8.483,0.201,Low-Confidence (Filtered Out)
WT_Cand_2228,6.16,0.317,Low-Confidence (Filtered Out)
WT_Cand_2229,4.703,0.023,High-Confidence (Std <= 0.20)
WT_Cand_2230,8.009,0.111,High-Confidence (Std <= 0.20)
WT_Cand_2231,6.063,0.299,Low-Confidence (Filtered Out)
WT_Cand_2232,7.759,0.059,High-Confidence (Std <= 0.20)
WT_Cand_2233,4.584,0.059,High-Confidence (Std <= 0.20)
WT_Cand_2234,7.876,0.143,High-Confidence (Std <= 0.20)
WT_Cand_2235,5.457,0.021,High-Confidence (Std <= 0.20)
WT_Cand_2236,7.69,0.522,Low-Confidence (Filtered Out)
WT_Cand_2237,6.866,0.199,High-Confidence (Std <= 0.20)
WT_Cand_2238,5.753,0.238,Low-Confidence (Filtered Out)
WT_Cand_2239,6.382,0.352,Low-Confidence (Filtered Out)
WT_Cand_2240,7.639,0.748,Low-Confidence (Filtered Out)
WT_Cand_2241,6.972,0.13,High-Confidence (Std <= 0.20)
WT_Cand_2242,7.522,0.184,High-Confidence (Std <= 0.20)
WT_Cand_2243,9.123,0.063,High-Confidence (Std <= 0.20)
WT_Cand_2244,5.051,0.039,High-Confidence (Std <= 0.20)
WT_Cand_2245,8.71,0.087,High-Confidence (Std <= 0.20)
WT_Cand_2246,6.97,0.128,High-Confidence (Std <= 0.20)
WT_Cand_2247,5.816,0.357,Low-Confidence (Filtered Out)
WT_Cand_2248,5.32,0.532,Low-Confidence (Filtered Out)
WT_Cand_2249,6.633,0.046,High-Confidence (Std <= 0.20)
WT_Cand_2250,7.91,0.093,High-Confidence (Std <= 0.20)
WT_Cand_2251,6.703,0.229,Low-Confidence (Filtered Out)
WT_Cand_2252,8.588,0.256,Low-Confidence (Filtered Out)
WT_Cand_2253,5.181,0.052,High-Confidence (Std <= 0.20)
WT_Cand_2254,6.836,0.299,Low-Confidence (Filtered Out)
WT_Cand_2255,5.41,0.068,High-Confidence (Std <= 0.20)
WT_Cand_2256,7.268,0.05,High-Confidence (Std <= 0.20)
WT_Cand_2257,7.87,0.221,Low-Confidence (Filtered Out)
WT_Cand_2258,6.366,0.364,Low-Confidence (Filtered Out)
WT_Cand_2259,3.855,0.184,High-Confidence (Std <= 0.20)
